set_number,set_name,year_released,number_of_parts,image_url,theme_name
6077-1,Knight's Procession,1981.0,48.0,https://cdn.rebrickable.com/media/sets/6077-1.jpg,Classic Castle
6083-1,Knight's Tournament,1981.0,211.0,https://cdn.rebrickable.com/media/sets/6083-1.jpg,Classic Castle
677-1,Knight's Procession,1979.0,48.0,https://cdn.rebrickable.com/media/sets/677-1.jpg,Classic Castle
1712-1,Crossbow Cart,1994.0,23.0,https://cdn.rebrickable.com/media/sets/1712-1.jpg,Dragon Knights
1732-1,Crossbow Cart,1994.0,23.0,https://cdn.rebrickable.com/media/sets/1732-1.jpg,Dragon Knights
1736-1,Wizard's Cart,1995.0,18.0,https://cdn.rebrickable.com/media/sets/1736-1.jpg,Dragon Knights
1746-1,Wiz the Wizard,1995.0,18.0,https://cdn.rebrickable.com/media/sets/1746-1.jpg,Dragon Knights
1794-1,Dragon Master Chariot,1994.0,36.0,https://cdn.rebrickable.com/media/sets/1794-1.jpg,Dragon Knights
1906-1,Majisto's Tower,1994.0,196.0,https://cdn.rebrickable.com/media/sets/1906-1.jpg,Dragon Knights
2891-1,Wizard Trader,1998.0,18.0,https://cdn.rebrickable.com/media/sets/2891-1.jpg,Dragon Knights
6020-1,Magic Shop,1993.0,47.0,https://cdn.rebrickable.com/media/sets/6020-1.jpg,Dragon Knights
6043-1,Dragon Defender,1993.0,156.0,https://cdn.rebrickable.com/media/sets/6043-1.jpg,Dragon Knights
6048-1,Majisto's Magical Workshop,1993.0,188.0,https://cdn.rebrickable.com/media/sets/6048-1.jpg,Dragon Knights
6056-1,Dragon Wagon,1993.0,109.0,https://cdn.rebrickable.com/media/sets/6056-1.jpg,Dragon Knights
6076-1,Dark Dragon's Den,1993.0,219.0,https://cdn.rebrickable.com/media/sets/6076-1.jpg,Dragon Knights
6082-1,Fire Breathing Fortress,1993.0,406.0,https://cdn.rebrickable.com/media/sets/6082-1.jpg,Dragon Knights
6024-1,Bandit Ambush,1996.0,60.0,https://cdn.rebrickable.com/media/sets/6024-1.jpg,Dark Forest
6046-1,Hemlock Stronghold,1996.0,220.0,https://cdn.rebrickable.com/media/sets/6046-1.jpg,Dark Forest
6079-1,Dark Forest Fortress,1996.0,469.0,https://cdn.rebrickable.com/media/sets/6079-1.jpg,Dark Forest
10193-1,Medieval Market Village,2009.0,1619.0,https://cdn.rebrickable.com/media/sets/10193-1.jpg,Fantasy Era
5372-1,Skeleton Chariot,2008.0,25.0,https://cdn.rebrickable.com/media/sets/5372-1.jpg,Fantasy Era
5373-1,Knight & Catapult,2008.0,23.0,https://cdn.rebrickable.com/media/sets/5373-1.jpg,Fantasy Era
5614-1,The Good Wizard,2008.0,16.0,https://cdn.rebrickable.com/media/sets/5614-1.jpg,Fantasy Era
5615-1,The Knight,2008.0,21.0,https://cdn.rebrickable.com/media/sets/5615-1.jpg,Fantasy Era
5618-1,Troll Warrior,2008.0,19.0,https://cdn.rebrickable.com/media/sets/5618-1.jpg,Fantasy Era
7009-1,The Final Joust,2007.0,62.0,https://cdn.rebrickable.com/media/sets/7009-1.jpg,Fantasy Era
7029-1,Skeleton Ship Attack,2007.0,629.0,https://cdn.rebrickable.com/media/sets/7029-1.jpg,Fantasy Era
7036-1,Dwarves' Mine,2008.0,574.0,https://cdn.rebrickable.com/media/sets/7036-1.jpg,Fantasy Era
7037-1,Tower Raid,2008.0,364.0,https://cdn.rebrickable.com/media/sets/7037-1.jpg,Fantasy Era
7038-1,Troll Assault Wagon,2008.0,161.0,https://cdn.rebrickable.com/media/sets/7038-1.jpg,Fantasy Era
7040-1,Dwarves' Mine Defender,2008.0,86.0,https://cdn.rebrickable.com/media/sets/7040-1.jpg,Fantasy Era
7041-1,Troll Battle Wheel,2008.0,508.0,https://cdn.rebrickable.com/media/sets/7041-1.jpg,Fantasy Era
7048-1,Troll Warship,2008.0,494.0,https://cdn.rebrickable.com/media/sets/7048-1.jpg,Fantasy Era
7078-1,King's Battle Chariot,2009.0,103.0,https://cdn.rebrickable.com/media/sets/7078-1.jpg,Fantasy Era
7079-1,Drawbridge Defense,2009.0,339.0,https://cdn.rebrickable.com/media/sets/7079-1.jpg,Fantasy Era
7090-1,Crossbow Attack,2007.0,54.0,https://cdn.rebrickable.com/media/sets/7090-1.jpg,Fantasy Era
7091-1,Knights' Catapult Defense,2007.0,123.0,https://cdn.rebrickable.com/media/sets/7091-1.jpg,Fantasy Era
7092-1,Skeletons' Prison Carriage,2007.0,193.0,https://cdn.rebrickable.com/media/sets/7092-1.jpg,Fantasy Era
7093-1,Skeleton Tower,2007.0,400.0,https://cdn.rebrickable.com/media/sets/7093-1.jpg,Fantasy Era
7094-1,King's Castle Siege,2007.0,974.0,https://cdn.rebrickable.com/media/sets/7094-1.jpg,Fantasy Era
7097-1,Trolls' Mountain Fortress,2009.0,845.0,https://cdn.rebrickable.com/media/sets/7097-1.jpg,Fantasy Era
852001-1,Castle Chess Set,2007.0,286.0,https://cdn.rebrickable.com/media/sets/852001-1.jpg,Fantasy Era
852132-1,Castle Tic Tac Toe,2007.0,86.0,https://cdn.rebrickable.com/media/sets/852132-1.jpg,Fantasy Era
852271-1,Battle Pack Knights,2008.0,35.0,https://cdn.rebrickable.com/media/sets/852271-1.jpg,Fantasy Era
852272-1,Battle Pack Skeletons,2008.0,43.0,https://cdn.rebrickable.com/media/sets/852272-1.jpg,Fantasy Era
852293-1,Fantasy Era Castle Giant Chess Set,2008.0,2455.0,https://cdn.rebrickable.com/media/sets/852293-1.jpg,Fantasy Era
852701-1,Battle Pack Troll Warriors,2009.0,36.0,https://cdn.rebrickable.com/media/sets/852701-1.jpg,Fantasy Era
852702-1,Battle Pack Dwarfs,2009.0,45.0,https://cdn.rebrickable.com/media/sets/852702-1.jpg,Fantasy Era
K7029-1,Complete Castle Collection,2007.0,0.0,https://cdn.rebrickable.com/media/sets/k7029-1.jpg,Fantasy Era
K7094-1,Castle Collection US version,2007.0,0.0,https://cdn.rebrickable.com/media/sets/k7094-1.jpg,Fantasy Era
1680-1,Hay Cart with Smugglers,1990.0,67.0,https://cdn.rebrickable.com/media/sets/1680-1.jpg,Forestmen
1877-1,Crusader's Cart,1990.0,60.0,https://cdn.rebrickable.com/media/sets/1877-1.jpg,Forestmen
1974-3,Smuggler's Hayride,1989.0,50.0,https://cdn.rebrickable.com/media/sets/1974-3.jpg,Forestmen
6054-1,Forestmen's Hideout,1988.0,202.0,https://cdn.rebrickable.com/media/sets/6054-1.jpg,Forestmen
6066-1,Camouflaged Outpost,1987.0,228.0,https://cdn.rebrickable.com/media/sets/6066-1.jpg,Forestmen
6071-1,Forestmen's Crossing,1990.0,210.0,https://cdn.rebrickable.com/media/sets/6071-1.jpg,Forestmen
6077-2,Forestmen's River Fortress,1989.0,359.0,https://cdn.rebrickable.com/media/sets/6077-2.jpg,Forestmen
2538-1,Fright Knights Fire Cart,1998.0,21.0,https://cdn.rebrickable.com/media/sets/2538-1.jpg,Fright Knights
2539-1,Fright Knights Flying Machine,1998.0,22.0,https://cdn.rebrickable.com/media/sets/2539-1.jpg,Fright Knights
2540-1,Fright Knights Catapult Cart,1998.0,27.0,https://cdn.rebrickable.com/media/sets/2540-1.jpg,Fright Knights
2848-1,Fright Knights Flying Machine,1997.0,19.0,https://cdn.rebrickable.com/media/sets/2848-1.jpg,Fright Knights
2872-1,Witch and Fireplace,1997.0,19.0,https://cdn.rebrickable.com/media/sets/2872-1.jpg,Fright Knights
6004-1,Crossbow Cart,1997.0,21.0,https://cdn.rebrickable.com/media/sets/6004-1.jpg,Fright Knights
6007-1,Bat Lord,1997.0,16.0,https://cdn.rebrickable.com/media/sets/6007-1.jpg,Fright Knights
6027-1,Bat Lord's Catapult,1997.0,54.0,https://cdn.rebrickable.com/media/sets/6027-1.jpg,Fright Knights
6028-1,Treasure Cart,1998.0,23.0,https://cdn.rebrickable.com/media/sets/6028-1.jpg,Fright Knights
6029-1,Treasure Guard,1998.0,23.0,https://cdn.rebrickable.com/media/sets/6029-1.jpg,Fright Knights
6031-1,Fright Force,1998.0,28.0,https://cdn.rebrickable.com/media/sets/6031-1.jpg,Fright Knights
6037-1,Witch's Windship,1997.0,60.0,https://cdn.rebrickable.com/media/sets/6037-1.jpg,Fright Knights
6047-1,Traitor Transport,1997.0,145.0,https://cdn.rebrickable.com/media/sets/6047-1.jpg,Fright Knights
6087-1,Witch's Magic Manor,1997.0,255.0,https://cdn.rebrickable.com/media/sets/6087-1.jpg,Fright Knights
6097-1,Night Lord's Castle,1997.0,607.0,https://cdn.rebrickable.com/media/sets/6097-1.jpg,Fright Knights
6099-1,Traitor Transport (with Cave),1997.0,146.0,https://cdn.rebrickable.com/media/sets/6099-1.jpg,Fright Knights
10223-1,Kingdoms Joust,2012.0,1575.0,https://cdn.rebrickable.com/media/sets/10223-1.jpg,Kingdoms
30061-1,Attack Wagon,2010.0,36.0,https://cdn.rebrickable.com/media/sets/30061-1.jpg,Kingdoms
30062-1,Target Practice,2010.0,31.0,https://cdn.rebrickable.com/media/sets/30062-1.jpg,Kingdoms
6918-1,Blacksmith Attack,2011.0,110.0,https://cdn.rebrickable.com/media/sets/6918-1.jpg,Kingdoms
7187-1,Escape from Dragon's Prison,2011.0,185.0,https://cdn.rebrickable.com/media/sets/7187-1.jpg,Kingdoms
7188-1,King's Carriage Ambush,2011.0,286.0,https://cdn.rebrickable.com/media/sets/7188-1.jpg,Kingdoms
7189-1,Mill Village Raid,2011.0,666.0,https://cdn.rebrickable.com/media/sets/7189-1.jpg,Kingdoms
7946-1,King's Castle,2010.0,933.0,https://cdn.rebrickable.com/media/sets/7946-1.jpg,Kingdoms
7947-1,Prison Tower Rescue,2010.0,365.0,https://cdn.rebrickable.com/media/sets/7947-1.jpg,Kingdoms
7948-1,Outpost Attack,2010.0,194.0,https://cdn.rebrickable.com/media/sets/7948-1.jpg,Kingdoms
7949-1,Prison Carriage Rescue,2010.0,50.0,https://cdn.rebrickable.com/media/sets/7949-1.jpg,Kingdoms
7950-1,Knight's Showdown,2010.0,61.0,https://cdn.rebrickable.com/media/sets/7950-1.jpg,Kingdoms
7953-1,Court Jester,2010.0,22.0,https://cdn.rebrickable.com/media/sets/7953-1.jpg,Kingdoms
7955-1,Wizard,2010.0,19.0,https://cdn.rebrickable.com/media/sets/7955-1.jpg,Kingdoms
852921-1,Battle Pack Lion Knights,2010.0,36.0,https://cdn.rebrickable.com/media/sets/852921-1.jpg,Kingdoms
852922-1,Battle Pack Dragon Knights,2010.0,37.0,https://cdn.rebrickable.com/media/sets/852922-1.jpg,Kingdoms
853373-1,Kingdoms Chess,2012.0,329.0,https://cdn.rebrickable.com/media/sets/853373-1.jpg,Kingdoms
1286-1,King Leo's Cart,2000.0,22.0,https://cdn.rebrickable.com/media/sets/1286-1.jpg,Knights Kingdom I
1287-1,Crossbows,2000.0,16.0,https://cdn.rebrickable.com/media/sets/1287-1.jpg,Knights Kingdom I
1288-1,Fire Cart,2000.0,24.0,https://cdn.rebrickable.com/media/sets/1288-1.jpg,Knights Kingdom I
1289-1,Catapult,2000.0,23.0,https://cdn.rebrickable.com/media/sets/1289-1.jpg,Knights Kingdom I
4801-1,Defense Archer,2000.0,15.0,https://cdn.rebrickable.com/media/sets/4801-1.jpg,Knights Kingdom I
4806-1,Axe Cart,2000.0,28.0,https://cdn.rebrickable.com/media/sets/4806-1.jpg,Knights Kingdom I
4807-1,Fire Attack,2000.0,24.0,https://cdn.rebrickable.com/media/sets/4807-1.jpg,Knights Kingdom I
4811-1,Defense Archer,2000.0,15.0,https://cdn.rebrickable.com/media/sets/4811-1.jpg,Knights Kingdom I
4816-1,Knight's Catapult,2000.0,50.0,https://cdn.rebrickable.com/media/sets/4816-1.jpg,Knights Kingdom I
4817-1,Dungeon,2000.0,39.0,https://cdn.rebrickable.com/media/sets/4817-1.jpg,Knights Kingdom I
4818-1,Dragon Rider,2000.0,15.0,https://cdn.rebrickable.com/media/sets/4818-1.jpg,Knights Kingdom I
4819-1,Rebel Chariot,2000.0,49.0,https://cdn.rebrickable.com/media/sets/4819-1.jpg,Knights Kingdom I
6026-1,King Leo,2000.0,21.0,https://cdn.rebrickable.com/media/sets/6026-1.jpg,Knights Kingdom I
6032-1,Catapult Crusher,2000.0,57.0,https://cdn.rebrickable.com/media/sets/6032-1.jpg,Knights Kingdom I
6091-1,King Leo's Castle,2000.0,539.0,https://cdn.rebrickable.com/media/sets/6091-1.jpg,Knights Kingdom I
6094-1,Guarded Treasury,2000.0,103.0,https://cdn.rebrickable.com/media/sets/6094-1.jpg,Knights Kingdom I
6095-1,Royal Joust,2000.0,103.0,https://cdn.rebrickable.com/media/sets/6095-1.jpg,Knights Kingdom I
6096-1,Bull's Attack,2000.0,315.0,https://cdn.rebrickable.com/media/sets/6096-1.jpg,Knights Kingdom I
6098-1,King Leo's Castle,2000.0,538.0,https://cdn.rebrickable.com/media/sets/6098-1.jpg,Knights Kingdom I
KABKK-1,Knight's Kingdom 4-Pack,2000.0,0.0,https://cdn.rebrickable.com/media/sets/kabkk-1.jpg,Knights Kingdom I
kkchrome-1,Knight's Kingdom Chrome Series (complete set),2000.0,0.0,https://cdn.rebrickable.com/media/sets/kkchrome-1.jpg,Knights Kingdom I
10176-1,Royal King's Castle,2006.0,877.0,https://cdn.rebrickable.com/media/sets/10176-1.jpg,Knights Kingdom II
218158-1,Knights' Kingdom The Game,2006.0,40.0,https://cdn.rebrickable.com/media/sets/218158-1.jpg,Knights Kingdom II
31317-1,Knights' Kingdom: Save the Kingdom Game,2004.0,48.0,https://cdn.rebrickable.com/media/sets/31317-1.jpg,Knights Kingdom II
4941-1,Sir Rascus,2005.0,4.0,https://cdn.rebrickable.com/media/sets/4941-1.jpg,Knights Kingdom II
4942-1,Shadow Knight,2005.0,4.0,https://cdn.rebrickable.com/media/sets/4942-1.jpg,Knights Kingdom II
4943-1,Lord Vladek,2005.0,4.0,https://cdn.rebrickable.com/media/sets/4943-1.jpg,Knights Kingdom II
4944-1,Sir Jayko,2005.0,4.0,https://cdn.rebrickable.com/media/sets/4944-1.jpg,Knights Kingdom II
4945-1,Sir Santis,2005.0,4.0,https://cdn.rebrickable.com/media/sets/4945-1.jpg,Knights Kingdom II
4946-1,Sir Danju,2005.0,4.0,https://cdn.rebrickable.com/media/sets/4946-1.jpg,Knights Kingdom II
50799-1,Knights' Kingdom Adventure Box,2005.0,1.0,https://cdn.rebrickable.com/media/sets/50799-1.jpg,Knights Kingdom II
5994-1,Catapult,2005.0,27.0,https://cdn.rebrickable.com/media/sets/5994-1.jpg,Knights Kingdom II
5996-1,Rascus,2005.0,6.0,https://cdn.rebrickable.com/media/sets/5996-1.jpg,Knights Kingdom II
5998-1,Vladek,2005.0,6.0,https://cdn.rebrickable.com/media/sets/5998-1.jpg,Knights Kingdom II
5999-1,Jayko,2005.0,6.0,https://cdn.rebrickable.com/media/sets/5999-1.jpg,Knights Kingdom II
65527-1,Vladek's Attack,2004.0,0.0,https://cdn.rebrickable.com/media/sets/65527-1.jpg,Knights Kingdom II
65579-1,Knights' Kingdom Value Pack,2004.0,1.0,https://cdn.rebrickable.com/media/sets/65579-1.jpg,Knights Kingdom II
65580-1,Knights' Kingdom Value Pack,2004.0,1.0,https://cdn.rebrickable.com/media/sets/65580-1.jpg,Knights Kingdom II
65642-1,The Grand Tournament Limited Edition Bonus Pack,2004.0,2.0,https://cdn.rebrickable.com/media/sets/65642-1.jpg,Knights Kingdom II
65767-1,Attack from the Sea,2005.0,0.0,https://cdn.rebrickable.com/media/sets/65767-1.jpg,Knights Kingdom II
65768-1,Jayko Value Pack,2005.0,1.0,https://cdn.rebrickable.com/media/sets/65768-1.jpg,Knights Kingdom II
65769-1,Vladek Value Pack,2005.0,0.0,https://cdn.rebrickable.com/media/sets/65769-1.jpg,Knights Kingdom II
65824-1,Knights Kingdom II Value Pack,2005.0,0.0,https://cdn.rebrickable.com/media/sets/65824-1.jpg,Knights Kingdom II
65825-1,Knights Kingdom II Value Pack,2005.0,0.0,https://cdn.rebrickable.com/media/sets/65825-1.jpg,Knights Kingdom II
65851-1,Knights Kingdom II Co-Pack,2005.0,0.0,https://cdn.rebrickable.com/media/sets/65851-1.jpg,Knights Kingdom II
851499-1,Knights' Kingdom Chess,2005.0,255.0,https://cdn.rebrickable.com/media/sets/851499-1.jpg,Knights Kingdom II
8701-1,King Jayko,2006.0,130.0,https://cdn.rebrickable.com/media/sets/8701-1.jpg,Knights Kingdom II
8702-1,Lord Vladek,2006.0,112.0,https://cdn.rebrickable.com/media/sets/8702-1.jpg,Knights Kingdom II
8703-1,Sir Kentis,2006.0,43.0,https://cdn.rebrickable.com/media/sets/8703-1.jpg,Knights Kingdom II
8704-1,Sir Adric,2006.0,40.0,https://cdn.rebrickable.com/media/sets/8704-1.jpg,Knights Kingdom II
8705-1,Dracus,2006.0,38.0,https://cdn.rebrickable.com/media/sets/8705-1.jpg,Knights Kingdom II
8706-1,Karzon,2006.0,44.0,https://cdn.rebrickable.com/media/sets/8706-1.jpg,Knights Kingdom II
8770-1,Danju,2004.0,42.0,https://cdn.rebrickable.com/media/sets/8770-1.jpg,Knights Kingdom II
8771-1,Jayko (European version without Cards),2004.0,45.0,https://cdn.rebrickable.com/media/sets/8771-1.jpg,Knights Kingdom II
8772-1,Rascus (European version without Cards),2004.0,46.0,https://cdn.rebrickable.com/media/sets/8772-1.jpg,Knights Kingdom II
8773-1,Santis (European version without Cards),2004.0,46.0,https://cdn.rebrickable.com/media/sets/8773-1.jpg,Knights Kingdom II
8774-1,Vladek (European version without Cards),2004.0,48.0,https://cdn.rebrickable.com/media/sets/8774-1.jpg,Knights Kingdom II
8777-1,Vladek Encounter,2004.0,45.0,https://cdn.rebrickable.com/media/sets/8777-1.jpg,Knights Kingdom II
8778-1,Border Ambush,2004.0,180.0,https://cdn.rebrickable.com/media/sets/8778-1.jpg,Knights Kingdom II
8779-1,The Grand Tournament,2004.0,324.0,https://cdn.rebrickable.com/media/sets/8779-1.jpg,Knights Kingdom II
8780-1,Citadel of Orlan,2004.0,483.0,https://cdn.rebrickable.com/media/sets/8780-1.jpg,Knights Kingdom II
8781-1,Castle of Morcia,2004.0,661.0,https://cdn.rebrickable.com/media/sets/8781-1.jpg,Knights Kingdom II
8782-1,Danju,2004.0,45.0,https://cdn.rebrickable.com/media/sets/8782-1.jpg,Knights Kingdom II
8782-2,Danju [Target Exclusive],2004.0,48.0,https://cdn.rebrickable.com/media/sets/8782-2.jpg,Knights Kingdom II
8783-1,Jayko (USA version with 3 Cards),2004.0,48.0,https://cdn.rebrickable.com/media/sets/8783-1.jpg,Knights Kingdom II
8783-2,"Jayko (USA version with 6 Cards, Target Promo)",2004.0,51.0,https://cdn.rebrickable.com/media/sets/8783-2.jpg,Knights Kingdom II
8784-1,Rascus (USA version with 3 Cards),2004.0,49.0,https://cdn.rebrickable.com/media/sets/8784-1.jpg,Knights Kingdom II
8784-2,"Rascus (USA version with 6 Cards, Target Promo)",2004.0,52.0,https://cdn.rebrickable.com/media/sets/8784-2.jpg,Knights Kingdom II
8785-1,Santis (USA version with 3 Cards),2004.0,49.0,https://cdn.rebrickable.com/media/sets/8785-1.jpg,Knights Kingdom II
8785-2,"Santis (USA version with 6 Cards, Target Promo)",2004.0,52.0,https://cdn.rebrickable.com/media/sets/8785-2.jpg,Knights Kingdom II
8786-1,Vladek (USA version with 3 Cards),2004.0,51.0,https://cdn.rebrickable.com/media/sets/8786-1.jpg,Knights Kingdom II
8786-2,"Vladek (USA version with 6 Cards, Target Promo)",2004.0,54.0,https://cdn.rebrickable.com/media/sets/8786-2.jpg,Knights Kingdom II
8790-1,"King Mathias (Series 1) Limited Edition with Map and Cape, European",2004.0,41.0,https://cdn.rebrickable.com/media/sets/8790-1.jpg,Knights Kingdom II
8791-1,Sir Danju,2005.0,42.0,https://cdn.rebrickable.com/media/sets/8791-1.jpg,Knights Kingdom II
8792-1,Sir Jayko,2005.0,42.0,https://cdn.rebrickable.com/media/sets/8792-1.jpg,Knights Kingdom II
8793-1,Sir Rascus,2005.0,44.0,https://cdn.rebrickable.com/media/sets/8793-1.jpg,Knights Kingdom II
8794-1,Sir Santis,2005.0,44.0,https://cdn.rebrickable.com/media/sets/8794-1.jpg,Knights Kingdom II
8795-1,Lord Vladek,2005.0,44.0,https://cdn.rebrickable.com/media/sets/8795-1.jpg,Knights Kingdom II
8796-1,King Mathias (Series 2),2005.0,43.0,https://cdn.rebrickable.com/media/sets/8796-1.jpg,Knights Kingdom II
8799-1,Knights' Castle Wall,2004.0,178.0,https://cdn.rebrickable.com/media/sets/8799-1.jpg,Knights Kingdom II
8800-1,Vladek's Siege Engine,2004.0,193.0,https://cdn.rebrickable.com/media/sets/8800-1.jpg,Knights Kingdom II
8801-1,Knights' Attack Barge,2005.0,167.0,https://cdn.rebrickable.com/media/sets/8801-1.jpg,Knights Kingdom II
8802-1,Dark Fortress Landing,2005.0,145.0,https://cdn.rebrickable.com/media/sets/8802-1.jpg,Knights Kingdom II
8809-1,"King Mathias (Series 1) Limited Edition with Map and Cape, US",2004.0,44.0,https://cdn.rebrickable.com/media/sets/8809-1.jpg,Knights Kingdom II
8813-1,Battle at the Pass,2006.0,380.0,https://cdn.rebrickable.com/media/sets/8813-1.jpg,Knights Kingdom II
8821-1,Rogue Knight Battleship,2006.0,153.0,https://cdn.rebrickable.com/media/sets/8821-1.jpg,Knights Kingdom II
8822-1,Gargoyle Bridge,2006.0,250.0,https://cdn.rebrickable.com/media/sets/8822-1.jpg,Knights Kingdom II
8823-1,Mistlands Tower,2006.0,438.0,https://cdn.rebrickable.com/media/sets/8823-1.jpg,Knights Kingdom II
8873-1,Fireball Catapult,2005.0,45.0,https://cdn.rebrickable.com/media/sets/8873-1.jpg,Knights Kingdom II
8874-1,Battle Wagon,2005.0,130.0,https://cdn.rebrickable.com/media/sets/8874-1.jpg,Knights Kingdom II
8875-1,King's Siege Tower,2005.0,131.0,https://cdn.rebrickable.com/media/sets/8875-1.jpg,Knights Kingdom II
8876-1,Scorpion Prison Cave,2005.0,279.0,https://cdn.rebrickable.com/media/sets/8876-1.jpg,Knights Kingdom II
8877-1,Vladek's Dark Fortress,2005.0,989.0,https://cdn.rebrickable.com/media/sets/8877-1.jpg,Knights Kingdom II
K10176-1,Classic Castle,2006.0,0.0,https://cdn.rebrickable.com/media/sets/k10176-1.jpg,Knights Kingdom II
KK2VP1-1,Danju / Vladek Bonus Pack,2004.0,1.0,https://cdn.rebrickable.com/media/sets/kk2vp1-1.jpg,Knights Kingdom II
KK2VP2-1,Jayko / Vladek Bonus Pack,2004.0,1.0,https://cdn.rebrickable.com/media/sets/kk2vp2-1.jpg,Knights Kingdom II
KK2VP3-1,Rascus / Santis Bonus Pack,2004.0,1.0,https://cdn.rebrickable.com/media/sets/kk2vp3-1.jpg,Knights Kingdom II
0011-3,Castle 2 for 1 Bonus Offer,1987.0,0.0,https://cdn.rebrickable.com/media/sets/0011-3.jpg,Lion Knights
10000-1,Guarded Inn,2001.0,256.0,https://cdn.rebrickable.com/media/sets/10000-1.jpg,Lion Knights
1463-1,Treasure Cart,1992.0,24.0,https://cdn.rebrickable.com/media/sets/1463-1.jpg,Lion Knights
1480-1,King's Catapult,1991.0,33.0,https://cdn.rebrickable.com/media/sets/1480-1.jpg,Lion Knights
1584-1,Knights Challenge,1988.0,168.0,https://cdn.rebrickable.com/media/sets/1584-1.jpg,Lion Knights
1695-1,Treasure Chest,1992.0,24.0,https://cdn.rebrickable.com/media/sets/1695-1.jpg,Lion Knights
2889-1,Treasure Cart,1998.0,24.0,https://cdn.rebrickable.com/media/sets/2889-1.jpg,Lion Knights
5004419-1,Classic Knights Minifigure,2016.0,45.0,https://cdn.rebrickable.com/media/sets/5004419-1.jpg,Lion Knights
6010-1,Supply Wagon,1984.0,36.0,https://cdn.rebrickable.com/media/sets/6010-1.jpg,Lion Knights
6012-1,Siege Cart,1986.0,54.0,https://cdn.rebrickable.com/media/sets/6012-1.jpg,Lion Knights
6016-1,Knights' Arsenal,1987.0,37.0,https://cdn.rebrickable.com/media/sets/6016-1.jpg,Lion Knights
6017-1,King's Oarsmen,1987.0,45.0,https://cdn.rebrickable.com/media/sets/6017-1.jpg,Lion Knights
6021-1,Jousting Knights,1984.0,37.0,https://cdn.rebrickable.com/media/sets/6021-1.jpg,Lion Knights
6022-1,Horse Cart,1984.0,43.0,https://cdn.rebrickable.com/media/sets/6022-1.jpg,Lion Knights
6023-1,Maiden's Cart,1986.0,45.0,https://cdn.rebrickable.com/media/sets/6023-1.jpg,Lion Knights
6039-1,Twin-Arm Launcher,1988.0,77.0,https://cdn.rebrickable.com/media/sets/6039-1.jpg,Lion Knights
6040-1,Blacksmith Shop,1984.0,93.0,https://cdn.rebrickable.com/media/sets/6040-1.jpg,Lion Knights
6041-1,Armor Shop,1986.0,114.0,https://cdn.rebrickable.com/media/sets/6041-1.jpg,Lion Knights
6042-1,Dungeon Hunters,1990.0,111.0,https://cdn.rebrickable.com/media/sets/6042-1.jpg,Lion Knights
6049-1,Viking Voyager,1987.0,101.0,https://cdn.rebrickable.com/media/sets/6049-1.jpg,Lion Knights
6055-1,Prisoner Convoy,1985.0,116.0,https://cdn.rebrickable.com/media/sets/6055-1.jpg,Lion Knights
6060-1,Knight's Challenge,1989.0,168.0,https://cdn.rebrickable.com/media/sets/6060-1.jpg,Lion Knights
6061-1,Siege Tower,1984.0,216.0,https://cdn.rebrickable.com/media/sets/6061-1.jpg,Lion Knights
6067-1,Guarded Inn,1986.0,256.0,https://cdn.rebrickable.com/media/sets/6067-1.jpg,Lion Knights
6080-1,King's Castle,1984.0,679.0,https://cdn.rebrickable.com/media/sets/6080-1.jpg,Lion Knights
6081-1,King's Mountain Fortress,1990.0,438.0,https://cdn.rebrickable.com/media/sets/6081-1.jpg,Lion Knights
1752-1,Boat with Armour,1996.0,21.0,https://cdn.rebrickable.com/media/sets/1752-1.jpg,Royal Knights
1804-1,Crossbow Boat,1996.0,21.0,https://cdn.rebrickable.com/media/sets/1804-1.jpg,Royal Knights
1843-3,Royal Knight's Catapult,1996.0,46.0,https://cdn.rebrickable.com/media/sets/1843-3.jpg,Royal Knights
2892-1,Thunder Arrow Boat,1998.0,21.0,https://cdn.rebrickable.com/media/sets/2892-1.jpg,Royal Knights
6008-1,Royal King,1995.0,12.0,https://cdn.rebrickable.com/media/sets/6008-1.jpg,Royal Knights
6036-1,Skeleton Surprise,1995.0,74.0,https://cdn.rebrickable.com/media/sets/6036-1.jpg,Royal Knights
6044-1,King's Carriage,1995.0,127.0,https://cdn.rebrickable.com/media/sets/6044-1.jpg,Royal Knights
6078-1,Royal Drawbridge,1995.0,259.0,https://cdn.rebrickable.com/media/sets/6078-1.jpg,Royal Knights
6090-1,Royal Knight's Castle,1995.0,763.0,https://cdn.rebrickable.com/media/sets/6090-1.jpg,Royal Knights
1596-1,Ghostly Hideout,1993.0,37.0,https://cdn.rebrickable.com/media/sets/1596-1.jpg,Wolfpack
6038-1,Wolfpack Renegades,1992.0,98.0,https://cdn.rebrickable.com/media/sets/6038-1.jpg,Wolfpack
6075-1,Wolfpack Tower,1992.0,239.0,https://cdn.rebrickable.com/media/sets/6075-1.jpg,Wolfpack
3223-1,Orange Fish,2003.0,43.0,https://cdn.rebrickable.com/media/sets/3223-1.jpg,Designer Sets
4047-1,Ultimate Wheels,2003.0,0.0,https://cdn.rebrickable.com/media/sets/4047-1.jpg,Designer Sets
4048-1,Mech Lab,2003.0,0.0,https://cdn.rebrickable.com/media/sets/4048-1.jpg,Designer Sets
4096-1,Micro Wheels,2003.0,216.0,https://cdn.rebrickable.com/media/sets/4096-1.jpg,Designer Sets
